,%spendhighimprshare,KS,cost,cost_on_high_imprshare,portfolio_id,ports
1819,1.0,KS7232,51.46999936999999,51.46999936999999,14621.0,14621.0
323,1.0,KS7232,51.43999933,51.43999933,3134.0,3134.0
301,0.9832692307949704,KS1532,52.000000080000014,51.130000080000016,2012.0,2012.0
1011,1.0,KS5035,51.049999240000005,51.049999240000005,7359.0,7359.0
974,1.0,KS7232,50.71999884,50.71999884,10711.0,10711.0
462,1.0,KS6173,50.64999942,50.64999942,2220.0,2220.0
631,1.0,KS3441,50.5500002,50.5500002,4618.0,4618.0
936,0.9834113967288832,KS1143,51.2399993,50.38999928,3055.0,3055.0
1289,1.0,KS3441,50.33999968,50.33999968,6279.0,6279.0
7003,1.0,KS7166,50.149999210000004,50.149999210000004,15485.0,15485.0
401,0.968029451517633,KS1143,51.60999914999999,49.959999169999996,1457.0,1457.0
911,1.0,KS6173,49.580000029999994,49.580000029999994,3792.0,3792.0
569,1.0,KS7232,49.57000006,49.57000006,6496.0,6496.0
1054,1.0,KS7232,49.52999998999999,49.52999998999999,11244.0,11244.0
406,0.9553364283731292,KS1143,51.72000057,49.410000620000005,1463.0,1463.0
3600,1.0,KS7166,49.32000147,49.32000147,9073.0,9073.0
1714,1.0,KS1143,49.15000153,49.15000153,4745.0,4745.0
1968,1.0,KS7232,49.05999969,49.05999969,15070.0,15070.0
594,1.0,KS3441,49.030000460000004,49.030000460000004,4470.0,4470.0
1823,1.0,KS1143,48.5699997,48.5699997,4887.0,4887.0
638,1.0,KS1143,48.51000189,48.51000189,1738.0,1738.0
2613,1.0,KS1143,48.43000126,48.43000126,5985.0,5985.0
1876,1.0,KS7232,48.40999997,48.40999997,14823.0,14823.0
6778,1.0,KS7166,48.34999906,48.34999906,15233.0,15233.0
5884,1.0,KS7166,48.319999339999995,48.319999339999995,14067.0,14067.0
414,1.0,KS3441,48.24000015000001,48.24000015000001,3602.0,3602.0
1,0.9577129241582509,KS1166,50.36999975999999,48.23999975999999,645.0,645.0
921,0.9550963642944447,KS1143,50.33000011,48.07000012,2955.0,2955.0
123,1.0,KS6176,47.84000035000001,47.84000035000001,7626.0,7626.0
1800,1.0,KS3441,47.520000610000004,47.520000610000004,7315.0,7315.0
576,1.0,KS7232,47.45000029,47.45000029,6688.0,6688.0
317,0.9726899388314663,KS1532,48.70000004,47.37000006,2042.0,2042.0
32,1.0,KS3441,46.56999922000001,46.56999922000001,446.0,446.0
984,1.0,KS6173,46.55999957999999,46.55999957999999,3892.0,3892.0
2813,1.0,KS7232,46.22000001,46.22000001,16620.0,16620.0
1865,1.0,KS1143,46.15999985,46.15999985,4949.0,4949.0
561,1.0,KS1143,45.66000057,45.66000057,1622.0,1622.0
172,1.0,KS5035,45.51000034,45.51000034,2050.0,2050.0
411,1.0,KS1143,45.279999780000004,45.279999780000004,1468.0,1468.0
1794,1.0,KS3441,45.18000006,45.18000006,7308.0,7308.0
883,1.0,KS1143,45.10000006999999,45.10000006999999,2801.0,2801.0
593,1.0,KS6176,44.78999971,44.78999971,10352.0,10352.0
2492,1.0,KS1143,44.740001389999996,44.740001389999996,5834.0,5834.0
483,0.9532051292172091,KS1143,46.79999973,44.60999979,1540.0,1540.0
3929,1.0,KS6226,44.609999290000005,44.609999290000005,10986.0,10986.0
1263,1.0,KS1520,44.20999908,44.20999908,12385.0,12385.0
45,1.0,KS3613,44.06999998,44.06999998,97.0,97.0
333,0.9756370135793776,KS1143,44.740000720000005,43.650000690000006,1384.0,1384.0
1836,1.0,KS3441,43.33999992,43.33999992,7367.0,7367.0
2064,1.0,KS7232,42.620000299999994,42.620000299999994,15312.0,15312.0
393,0.9650205765136676,KS1143,43.739999620000006,42.20999965000001,1449.0,1449.0
2533,1.0,KS7232,41.8000002,41.8000002,16111.0,16111.0
2613,1.0,KS7232,41.690000299999994,41.690000299999994,16251.0,16251.0
2285,1.0,KS7232,41.109999949999995,41.109999949999995,15706.0,15706.0
1005,1.0,KS7232,41.10024718,41.10024718,10922.0,10922.0
284,1.0,KS7232,41.07000015,41.07000015,2005.0,2005.0
2437,1.0,KS7166,41.04000006,41.04000006,6877.0,6877.0
480,0.9743896590257937,KS1143,41.78000015999999,40.710000109999996,1537.0,1537.0
1199,1.0,KS1143,40.449999090000006,40.449999090000006,3703.0,3703.0
1782,1.0,KS3441,40.0800004,40.0800004,7289.0,7289.0
473,1.0,KS7019,40.070000230000005,40.070000230000005,2642.0,2642.0
520,1.0,KS7232,39.69000029,39.69000029,5864.0,5864.0
6997,1.0,KS7166,39.62000037,39.62000037,15478.0,15478.0
2640,1.0,KS7232,39.49000072,39.49000072,16288.0,16288.0
2071,1.0,KS7232,39.489999870000005,39.489999870000005,15341.0,15341.0
1759,1.0,KS7232,39.45000077,39.45000077,14459.0,14459.0
2120,1.0,KS7166,39.39999967999999,39.39999967999999,4631.0,4631.0
558,1.0,KS7166,39.33000099,39.33000099,1588.0,1588.0
2227,1.0,KS7232,39.16000079,39.16000079,15608.0,15608.0
1077,1.0,KS1143,39.119999879999995,39.119999879999995,3504.0,3504.0
2534,1.0,KS1143,39.11999917000001,39.11999917000001,5889.0,5889.0
536,0.9806726911486306,KS1532,39.83999975999999,39.06999977999999,2624.0,2624.0
933,1.0,KS5035,39.04999948,39.04999948,7224.0,7224.0
1503,1.0,KS7232,39.00999928,39.00999928,13610.0,13610.0
1604,1.0,KS3441,38.98999948,38.98999948,6899.0,6899.0
4,1.0,KS3441,38.940000340000005,38.940000340000005,253.0,253.0
2543,1.0,KS7232,38.360000289999995,38.360000289999995,16132.0,16132.0
6748,1.0,KS7166,38.269999899999995,38.269999899999995,15202.0,15202.0
901,1.0,KS6173,38.180000209999996,38.180000209999996,3778.0,3778.0
1314,1.0,KS6173,37.85999942000001,37.85999942000001,4326.0,4326.0
925,1.0,KS7232,37.77000046,37.77000046,10368.0,10368.0
6892,1.0,KS7166,37.76000166,37.76000166,15362.0,15362.0
37,1.0,KS3704,37.760000080000005,37.760000080000005,115.0,115.0
673,1.0,KS7232,37.689999459999996,37.689999459999996,8166.0,8166.0
1026,1.0,KS5035,37.27999971999999,37.27999971999999,7377.0,7377.0
6459,1.0,KS7166,37.09999989999999,37.09999989999999,14876.0,14876.0
1772,1.0,KS1143,37.02999973,37.02999973,4828.0,4828.0
1819,1.0,KS1143,36.87999952,36.87999952,4882.0,4882.0
1546,1.0,KS7232,36.84000006,36.84000006,13804.0,13804.0
2839,1.0,KS7232,36.72999926,36.72999926,16661.0,16661.0
971,1.0,KS7232,36.61000006,36.61000006,10685.0,10685.0
2635,1.0,KS7232,36.42999983,36.42999983,16281.0,16281.0
1024,1.0,KS5035,36.41999956,36.41999956,7375.0,7375.0
2657,1.0,KS7232,36.33000027999999,36.33000027999999,16325.0,16325.0
497,0.9662234047423183,KS1143,37.599999950000004,36.32999997,1554.0,1554.0
535,0.9606382975079222,KS1532,37.60000015999999,36.120000139999995,2622.0,2622.0
1390,1.0,KS7232,36.11999941,36.11999941,13110.0,13110.0
543,1.0,KS1532,36.10653755,36.10653755,2644.0,2644.0
896,1.0,KS7232,35.87999934,35.87999934,10105.0,10105.0
2258,1.0,KS7232,35.85000003,35.85000003,15660.0,15660.0
1547,1.0,KS7232,35.42000067,35.42000067,13809.0,13809.0
502,0.9612445425023777,KS1143,36.639999929999995,35.219999969999996,1559.0,1559.0
918,1.0,KS7232,35.08999978999999,35.08999978999999,10299.0,10299.0
404,1.0,KS1143,35.07999989,35.07999989,1461.0,1461.0
1702,1.0,KS1143,35.03000068,35.03000068,4732.0,4732.0
1672,1.0,KS7232,34.99000168,34.99000168,14231.0,14231.0
2270,1.0,KS7232,34.95000101,34.95000101,15685.0,15685.0
715,1.0,KS7232,34.87999986,34.87999986,8565.0,8565.0
986,1.0,KS7232,34.84000002,34.84000002,10807.0,10807.0
2728,1.0,KS7232,34.81000137,34.81000137,16438.0,16438.0
1877,1.0,KS7232,34.78000028,34.78000028,14830.0,14830.0
836,1.0,KS7232,34.66000002,34.66000002,9656.0,9656.0
1984,1.0,KS7232,34.39999944,34.39999944,15113.0,15113.0
521,0.9527008105593237,KS1143,35.73000045,34.040000389999996,1580.0,1580.0
6444,1.0,KS7166,34.02999984000001,34.02999984000001,14860.0,14860.0
1731,1.0,KS7232,33.75999982,33.75999982,14366.0,14366.0
1269,1.0,KS7232,33.55000023,33.55000023,12381.0,12381.0
1216,1.0,KS1143,33.54999972,33.54999972,3727.0,3727.0
2767,1.0,KS7232,33.42000051,33.42000051,16515.0,16515.0
966,1.0,KS7232,33.36000003,33.36000003,10669.0,10669.0
308,1.0,KS7232,33.3000004,33.3000004,2425.0,2425.0
2750,1.0,KS7232,33.27000046,33.27000046,16476.0,16476.0
394,0.980530972589344,KS1143,33.90000004,33.24000001,1450.0,1450.0
2226,1.0,KS7232,33.19000027,33.19000027,15607.0,15607.0
260,1.0,KS1532,32.95999960000002,32.95999960000002,1796.0,1796.0
6968,1.0,KS7166,32.85999942,32.85999942,15446.0,15446.0
730,1.0,KS7232,32.72000095,32.72000095,8722.0,8722.0
811,1.0,KS7232,32.670000079999994,32.670000079999994,9526.0,9526.0
840,1.0,KS7232,32.63000059,32.63000059,9720.0,9720.0
2464,1.0,KS7232,32.56999931,32.56999931,15988.0,15988.0
344,1.0,KS7232,32.52999939,32.52999939,3456.0,3456.0
65,1.0,KS3349,32.51000088,32.51000088,584.0,584.0
440,1.0,KS7232,32.440000989999994,32.440000989999994,4611.0,4611.0
373,1.0,KS1143,32.279999200000006,32.279999200000006,1428.0,1428.0
765,1.0,KS7232,32.15500059,32.15500059,9176.0,9176.0
640,1.0,KS7232,32.13999927,32.13999927,7836.0,7836.0
2573,1.0,KS7232,32.03999973,32.03999973,16184.0,16184.0
2322,1.0,KS7232,31.94000082,31.94000082,15766.0,15766.0
2370,1.0,KS7232,31.789999959999996,31.789999959999996,15837.0,15837.0
388,1.0,KS7232,31.74,31.74,4064.0,4064.0
1714,1.0,KS3441,31.690000469999998,31.690000469999998,7153.0,7153.0
1971,1.0,KS1143,31.68000031,31.68000031,5099.0,5099.0
1518,1.0,KS7232,31.61999959,31.61999959,13688.0,13688.0
2530,1.0,KS7232,31.47999954,31.47999954,16104.0,16104.0
956,1.0,KS1532,31.449999949999995,31.449999949999995,3199.0,3199.0
444,0.9673846172608758,KS1143,32.50000003,31.44000009,1501.0,1501.0
676,1.0,KS7232,31.409999380000002,31.409999380000002,8201.0,8201.0
898,1.0,KS7232,31.379999989999995,31.379999989999995,10118.0,10118.0
2184,1.0,KS7232,31.330000160000004,31.330000160000004,15548.0,15548.0
2540,1.0,KS7232,31.32999945,31.32999945,16125.0,16125.0
493,1.0,KS3441,31.269998660000002,31.269998660000002,4014.0,4014.0
1678,1.0,KS3441,31.110000190000004,31.110000190000004,7074.0,7074.0
2196,1.0,KS7232,31.08999893,31.08999893,15564.0,15564.0
2643,1.0,KS7232,31.030000330000004,31.030000330000004,16296.0,16296.0
6,1.0,KS3441,31.02000034,31.02000034,364.0,364.0
1202,1.0,KS1143,30.79000092,30.79000092,3707.0,3707.0
1098,1.0,KS7232,30.77999962,30.77999962,11469.0,11469.0
2548,1.0,KS7232,30.77000002,30.77000002,16140.0,16140.0
2256,0.9903163330454142,KS1143,30.980000800000003,30.68000079,5558.0,5558.0
1236,1.0,KS7232,30.64000024,30.64000024,12234.0,12234.0
13,0.9630914836205953,KS3670,31.699999749999996,30.529999789999994,33.0,33.0
2842,1.0,KS7232,30.290000210000002,30.290000210000002,16665.0,16665.0
2310,1.0,KS7232,30.279999810000007,30.279999810000007,15748.0,15748.0
173,1.0,KS3441,30.1699999,30.1699999,1127.0,1127.0
693,1.0,KS5035,29.85999977,29.85999977,6578.0,6578.0
6918,1.0,KS7166,29.8499999,29.8499999,15391.0,15391.0
584,1.0,KS5035,29.75000006,29.75000006,5821.0,5821.0
6429,1.0,KS7166,29.74999971,29.74999971,14842.0,14842.0
2671,1.0,KS7232,29.70000005,29.70000005,16347.0,16347.0
696,1.0,KS7232,29.689999980000003,29.689999980000003,8397.0,8397.0
1831,1.0,KS7232,29.66000021,29.66000021,14685.0,14685.0
2374,1.0,KS7232,29.63999992,29.63999992,15847.0,15847.0
1437,1.0,KS7232,29.57000032,29.57000032,13306.0,13306.0
300,1.0,KS1101,29.539999589999997,29.539999589999997,4020.0,4020.0
522,0.9531653727897211,KS1143,30.959999820000004,29.509999770000004,1581.0,1581.0
1033,1.0,KS1143,29.359999989999995,29.359999989999995,3336.0,3336.0
2209,1.0,KS7232,29.31000025,29.31000025,15584.0,15584.0
1482,1.0,KS7232,29.309999940000004,29.309999940000004,13547.0,13547.0
1358,1.0,KS7232,29.20000034,29.20000034,12883.0,12883.0
250,1.0,KS7232,29.20000012,29.20000012,1709.0,1709.0
5376,0.9865177372361111,KS7166,29.51796868,29.11999967,13294.0,13294.0
2702,1.0,KS7232,29.09000009,29.09000009,16394.0,16394.0
2110,1.0,KS7232,29.089999909999996,29.089999909999996,15399.0,15399.0
1957,1.0,KS1143,29.0199995,29.0199995,5082.0,5082.0
2568,1.0,KS7232,28.969999200000004,28.969999200000004,16177.0,16177.0
43,1.0,KS1120,28.84000032,28.84000032,799.0,799.0
1557,1.0,KS7232,28.75999999,28.75999999,13879.0,13879.0
603,1.0,KS7232,28.65000028,28.65000028,7282.0,7282.0
2482,1.0,KS1143,28.530000689999998,28.530000689999998,5823.0,5823.0
1033,1.0,KS5035,28.50000048,28.50000048,7393.0,7393.0
1072,1.0,KS1143,28.499999289999998,28.499999289999998,3494.0,3494.0
2391,1.0,KS7232,28.430000070000002,28.430000070000002,15873.0,15873.0
601,1.0,KS7232,28.41000033,28.41000033,7225.0,7225.0
6254,1.0,KS7166,28.27999973,28.27999973,14606.0,14606.0
1058,1.0,KS6173,28.25000024,28.25000024,3975.0,3975.0
2106,0.9556767832327365,KS1143,29.330000050000002,28.030000100000002,5266.0,5266.0
965,1.0,KS1532,27.910000089999993,27.910000089999993,3208.0,3208.0
1407,1.0,KS7232,27.729999539999994,27.729999539999994,13200.0,13200.0
2484,1.0,KS7232,27.66999979,27.66999979,16017.0,16017.0
817,1.0,KS7232,27.62000074,27.62000074,9534.0,9534.0
577,1.0,KS7232,27.57000005,27.57000005,6711.0,6711.0
2679,1.0,KS7232,27.33000183,27.33000183,16360.0,16360.0
2552,1.0,KS7232,27.310000300000002,27.310000300000002,16144.0,16144.0
1232,1.0,KS7232,27.18000041,27.18000041,12230.0,12230.0
2567,1.0,KS7232,27.050000200000003,27.050000200000003,16176.0,16176.0
1053,1.0,KS6173,26.879999989999998,26.879999989999998,3970.0,3970.0
1476,1.0,KS7232,26.75000029,26.75000029,13527.0,13527.0
2664,1.0,KS7232,26.63999994,26.63999994,16335.0,16335.0
2787,1.0,KS7232,26.3700002,26.3700002,16562.0,16562.0
46,1.0,KS5021,26.289999700000003,26.289999700000003,528.0,528.0
1677,1.0,KS1143,26.13000071,26.13000071,4699.0,4699.0
2309,1.0,KS7232,26.089999619999997,26.089999619999997,15745.0,15745.0
2321,1.0,KS7232,26.0699997,26.0699997,15765.0,15765.0
1693,1.0,KS7232,26.012499860000002,26.012499860000002,14282.0,14282.0
1355,1.0,KS7232,25.95000005,25.95000005,12878.0,12878.0
161,1.0,KS6176,25.752499940000003,25.752499940000003,7864.0,7864.0
298,1.0,KS7232,25.689999459999996,25.689999459999996,2060.0,2060.0
1017,1.0,KS7232,25.63999982,25.63999982,11002.0,11002.0
2666,1.0,KS7232,25.619999890000003,25.619999890000003,16339.0,16339.0
324,1.0,KS7232,25.61999977,25.61999977,3157.0,3157.0
2354,1.0,KS7232,25.58000052,25.58000052,15815.0,15815.0
2108,1.0,KS7232,25.57999993,25.57999993,15397.0,15397.0
6,1.0,KS3431,25.49999978,25.49999978,29.0,29.0
1062,1.0,KS7232,25.47999966,25.47999966,11287.0,11287.0
1041,1.0,KS5035,25.300000249999997,25.300000249999997,7408.0,7408.0
2375,1.0,KS7232,25.24000049,25.24000049,15848.0,15848.0
708,1.0,KS1532,25.23999986,25.23999986,2874.0,2874.0
6957,1.0,KS7166,25.159999709999997,25.159999709999997,15433.0,15433.0
1049,1.0,KS6173,25.099999930000003,25.099999930000003,3965.0,3965.0
366,1.0,KS7232,25.07000029,25.07000029,3569.0,3569.0
2092,1.0,KS1143,25.0,25.0,5252.0,5252.0
2805,1.0,KS7232,24.969999940000005,24.969999940000005,16606.0,16606.0
208,1.0,KS7232,24.93999969,24.93999969,1417.0,1417.0
73,1.0,KS7166,24.939998869999997,24.939998869999997,793.0,793.0
2011,1.0,KS7232,24.929999979999995,24.929999979999995,15211.0,15211.0
578,1.0,KS1143,24.84999996,24.84999996,1640.0,1640.0
1102,1.0,KS1143,24.81999969,24.81999969,3548.0,3548.0
1415,1.0,KS7232,24.78000046,24.78000046,13232.0,13232.0
1133,1.0,KS7232,24.670000010000003,24.670000010000003,11687.0,11687.0
437,1.0,KS7166,24.4599998,24.4599998,1400.0,1400.0
1356,1.0,KS7232,24.45000023,24.45000023,12881.0,12881.0
1432,1.0,KS7232,24.44000031,24.44000031,13297.0,13297.0
409,1.0,KS1143,24.419999960000002,24.419999960000002,1466.0,1466.0
517,1.0,KS3441,24.400000069999997,24.400000069999997,4065.0,4065.0
312,1.0,KS1143,24.350000160000004,24.350000160000004,1362.0,1362.0
2670,1.0,KS1143,24.2199997,24.2199997,6081.0,6081.0
2454,1.0,KS7232,24.06000053,24.06000053,15970.0,15970.0
566,1.0,KS7232,23.87999995,23.87999995,6441.0,6441.0
1606,1.0,KS7232,23.87000084,23.87000084,13989.0,13989.0
75,1.0,KS1219,23.849999490000002,23.849999490000002,140.0,140.0
2726,1.0,KS7232,23.729999730000003,23.729999730000003,16436.0,16436.0
2301,1.0,KS7232,23.60000038,23.60000038,15730.0,15730.0
965,1.0,KS1143,23.560000369999997,23.560000369999997,3218.0,3218.0
495,1.0,KS1143,23.56000018,23.56000018,1552.0,1552.0
2,1.0,KS6121,23.490000189999993,23.490000189999993,21.0,21.0
1059,1.0,KS1143,23.39000011,23.39000011,3473.0,3473.0
607,1.0,KS7232,23.380000589999998,23.380000589999998,7522.0,7522.0
1590,1.0,KS3441,23.379999920000003,23.379999920000003,6880.0,6880.0
337,1.0,KS1143,23.3599999,23.3599999,1388.0,1388.0
2789,1.0,KS7232,23.340000149999998,23.340000149999998,16576.0,16576.0
2701,1.0,KS7232,23.289999899999998,23.289999899999998,16393.0,16393.0
1636,1.0,KS7232,23.03000032,23.03000032,14085.0,14085.0
6327,1.0,KS7166,23.03000022,23.03000022,14723.0,14723.0
5,1.0,KS5014,23.029999980000003,23.029999980000003,20.0,20.0
1193,1.0,KS3441,23.019999740000003,23.019999740000003,6034.0,6034.0
1743,1.0,KS1143,22.94000053,22.94000053,4788.0,4788.0
5586,1.0,KS7166,22.92000004999999,22.92000004999999,13608.0,13608.0
2521,1.0,KS7232,22.90824794,22.90824794,16085.0,16085.0
6967,1.0,KS7166,22.76000023,22.76000023,15445.0,15445.0
2427,1.0,KS7232,22.669999840000003,22.669999840000003,15932.0,15932.0
5475,1.0,KS7166,22.499999999999996,22.499999999999996,13453.0,13453.0
2186,1.0,KS1143,22.41999941,22.41999941,5386.0,5386.0
2818,1.0,KS7232,22.379999940000005,22.379999940000005,16629.0,16629.0
1345,1.0,KS7232,22.23,22.23,12848.0,12848.0
5344,1.0,KS7166,22.220000740000003,22.220000740000003,13252.0,13252.0
2653,1.0,KS7232,22.2099998,22.2099998,16309.0,16309.0
2352,1.0,KS7232,22.199999939999998,22.199999939999998,15813.0,15813.0
778,1.0,KS7232,22.0799998,22.0799998,9283.0,9283.0
2421,1.0,KS7232,21.90999973,21.90999973,15916.0,15916.0
2531,1.0,KS7232,21.830000529999996,21.830000529999996,16105.0,16105.0
2412,1.0,KS7232,21.61000013,21.61000013,15904.0,15904.0
2523,1.0,KS7232,21.47749948,21.47749948,16088.0,16088.0
1490,1.0,KS7232,21.34000018,21.34000018,13557.0,13557.0
343,1.0,KS7232,21.34000014,21.34000014,3453.0,3453.0
1758,1.0,KS7232,21.34000003,21.34000003,14455.0,14455.0
2559,1.0,KS7232,21.17000027,21.17000027,16155.0,16155.0
1026,1.0,KS6173,21.06999987,21.06999987,3939.0,3939.0
792,1.0,KS7232,20.980000020000002,20.980000020000002,9352.0,9352.0
5083,1.0,KS7166,20.960000280000003,20.960000280000003,12771.0,12771.0
947,1.0,KS7232,20.889999869999997,20.889999869999997,10527.0,10527.0
1149,1.0,KS7232,20.82999992,20.82999992,11834.0,11834.0
5307,1.0,KS7166,20.78999901,20.78999901,13191.0,13191.0
865,1.0,KS7232,20.76999978,20.76999978,9899.0,9899.0
799,1.0,KS7232,20.730000159999996,20.730000159999996,9420.0,9420.0
1975,1.0,KS7232,20.670000100000003,20.670000100000003,15082.0,15082.0
2377,1.0,KS7232,20.67000008,20.67000008,15856.0,15856.0
1291,1.0,KS7232,20.65999954,20.65999954,12518.0,12518.0
1238,1.0,KS7232,20.549999779999997,20.549999779999997,12250.0,12250.0
2497,1.0,KS7232,20.51000023,20.51000023,16039.0,16039.0
184,1.0,KS1532,20.500421160000002,20.500421160000002,1254.0,1254.0
594,1.0,KS7232,20.500000120000003,20.500000120000003,7109.0,7109.0
252,1.0,KS7232,20.42749999,20.42749999,1726.0,1726.0
2849,1.0,KS7232,20.359999530000003,20.359999530000003,16675.0,16675.0
967,1.0,KS7232,20.20999992,20.20999992,10671.0,10671.0
12,1.0,KS6162,20.069999810000002,20.069999810000002,907.0,907.0
2570,1.0,KS7232,19.809999849999997,19.809999849999997,16179.0,16179.0
693,1.0,KS7232,19.569999929999998,19.569999929999998,8369.0,8369.0
1431,1.0,KS7232,19.45999956,19.45999956,13296.0,13296.0
624,1.0,KS7232,19.39999998,19.39999998,7711.0,7711.0
1651,1.0,KS1143,19.20999908,19.20999908,4667.0,4667.0
654,1.0,KS7232,19.18000007,19.18000007,8012.0,8012.0
331,1.0,KS7232,19.090000070000002,19.090000070000002,3304.0,3304.0
344,0.9553212853061341,KS1143,19.91999985,19.02999986,1395.0,1395.0
460,1.0,KS7232,18.68000031,18.68000031,4854.0,4854.0
1104,1.0,KS7232,18.68000004,18.68000004,11487.0,11487.0
751,1.0,KS7232,18.590000319999998,18.590000319999998,8848.0,8848.0
2446,1.0,KS7232,18.590000000000003,18.590000000000003,15957.0,15957.0
1305,1.0,KS7232,18.57000027,18.57000027,12634.0,12634.0
792,1.0,KS1532,18.570000190000002,18.570000190000002,2982.0,2982.0
808,1.0,KS1532,18.50000005,18.50000005,3012.0,3012.0
2185,1.0,KS7232,18.49999988,18.49999988,15549.0,15549.0
1018,1.0,KS7232,18.4500003,18.4500003,11004.0,11004.0
2668,1.0,KS7232,18.4400003,18.4400003,16341.0,16341.0
2389,1.0,KS7232,18.42999972,18.42999972,15871.0,15871.0
2688,1.0,KS7232,18.34999984,18.34999984,16375.0,16375.0
1084,1.0,KS7232,18.29999995,18.29999995,11413.0,11413.0
893,1.0,KS7232,18.29999989,18.29999989,10091.0,10091.0
1705,1.0,KS7232,18.28999985,18.28999985,14312.0,14312.0
802,1.0,KS7232,18.189999649999997,18.189999649999997,9466.0,9466.0
2423,1.0,KS7232,18.11,18.11,15920.0,15920.0
516,1.0,KS7232,18.060000319999997,18.060000319999997,5773.0,5773.0
1151,1.0,KS7232,17.98999999,17.98999999,11853.0,11853.0
493,1.0,KS7232,17.92999992,17.92999992,5568.0,5568.0
1106,1.0,KS7232,17.84999973,17.84999973,11493.0,11493.0
323,1.0,KS6173,17.82999992,17.82999992,1578.0,1578.0
692,1.0,KS7232,17.80999994,17.80999994,8368.0,8368.0
6965,1.0,KS7166,17.80999992,17.80999992,15443.0,15443.0
665,1.0,KS7232,17.79000002,17.79000002,8072.0,8072.0
1082,1.0,KS1143,17.75,17.75,3513.0,3513.0
570,1.0,KS7232,17.73999984,17.73999984,6517.0,6517.0
783,1.0,KS7232,17.69000019,17.69000019,9294.0,9294.0
212,1.0,KS7232,17.63999975,17.63999975,1438.0,1438.0
2731,1.0,KS7232,17.5400002,17.5400002,16443.0,16443.0
1940,1.0,KS1143,17.45000076,17.45000076,5063.0,5063.0
265,1.0,KS7232,17.40999996,17.40999996,1848.0,1848.0
1360,1.0,KS7232,17.40999985,17.40999985,12885.0,12885.0
605,1.0,KS7232,17.28000015,17.28000015,7305.0,7305.0
817,1.0,KS1532,17.250000029999995,17.250000029999995,3023.0,3023.0
993,1.0,KS1532,17.09000019,17.09000019,3238.0,3238.0
2070,1.0,KS7232,17.04000015,17.04000015,15340.0,15340.0
2150,1.0,KS7232,16.96000013,16.96000013,15472.0,15472.0
2358,1.0,KS7232,16.94000029,16.94000029,15822.0,15822.0
2725,1.0,KS7232,16.820000059999998,16.820000059999998,16434.0,16434.0
1970,1.0,KS1143,16.76000023,16.76000023,5098.0,5098.0
8,1.0,KS3196,16.74000025,16.74000025,22.0,22.0
1947,1.0,KS7232,16.709999980000003,16.709999980000003,15020.0,15020.0
926,1.0,KS5035,16.64999997,16.64999997,7212.0,7212.0
586,1.0,KS7232,16.61000005,16.61000005,6819.0,6819.0
661,1.0,KS1143,16.59999978,16.59999978,1772.0,1772.0
1927,1.0,KS7232,16.48000085,16.48000085,14971.0,14971.0
1408,1.0,KS7232,16.37999998,16.37999998,13206.0,13206.0
2490,1.0,KS7232,16.27999997,16.27999997,16028.0,16028.0
1166,1.0,KS7232,16.259999859999997,16.259999859999997,11939.0,11939.0
350,1.0,KS1143,16.24999979,16.24999979,1403.0,1403.0
642,1.0,KS7232,16.09000015,16.09000015,7852.0,7852.0
2022,1.0,KS7232,16.04000092,16.04000092,15224.0,15224.0
2275,1.0,KS7232,15.980000259999999,15.980000259999999,15692.0,15692.0
706,1.0,KS7232,15.930000070000002,15.930000070000002,8507.0,8507.0
1555,1.0,KS7232,15.900000059999998,15.900000059999998,13870.0,13870.0
2562,1.0,KS7232,15.730000020000002,15.730000020000002,16171.0,16171.0
740,1.0,KS7232,15.72999995,15.72999995,8788.0,8788.0
292,1.0,KS7232,15.700000159999998,15.700000159999998,2043.0,2043.0
1391,1.0,KS7232,15.67999972,15.67999972,13111.0,13111.0
1949,1.0,KS7232,15.61999983,15.61999983,15033.0,15033.0
992,1.0,KS7232,15.40000038,15.40000038,10841.0,10841.0
2456,1.0,KS7232,15.249999959999998,15.249999959999998,15973.0,15973.0
1392,1.0,KS7232,15.130000110000001,15.130000110000001,13118.0,13118.0
2094,1.0,KS7232,15.11000013,15.11000013,15374.0,15374.0
1671,1.0,KS7232,15.099999780000001,15.099999780000001,14230.0,14230.0
1113,1.0,KS7232,15.059999860000001,15.059999860000001,11566.0,11566.0
583,1.0,KS7232,15.050000010000002,15.050000010000002,6783.0,6783.0
922,1.0,KS7232,15.03999996,15.03999996,10347.0,10347.0
1930,1.0,KS7232,14.980000230000003,14.980000230000003,14981.0,14981.0
64,1.0,KS1532,14.922070279999998,14.922070279999998,746.0,746.0
1054,1.0,KS1143,14.90999985,14.90999985,3466.0,3466.0
1960,1.0,KS7232,14.90999919,14.90999919,15051.0,15051.0
1456,1.0,KS7232,14.890000099999998,14.890000099999998,13402.0,13402.0
1063,1.0,KS7232,14.83999999,14.83999999,11292.0,11292.0
2061,1.0,KS7232,14.730000140000001,14.730000140000001,15307.0,15307.0
1188,1.0,KS1143,14.589999670000001,14.589999670000001,3680.0,3680.0
837,1.0,KS7232,14.58000005,14.58000005,9688.0,9688.0
1204,1.0,KS1143,14.56000042,14.56000042,3711.0,3711.0
770,1.0,KS7232,14.47999982,14.47999982,9210.0,9210.0
2305,1.0,KS7232,14.44000024,14.44000024,15735.0,15735.0
1740,1.0,KS1143,14.28999996,14.28999996,4783.0,4783.0
